id_empresa,municipio,regiao,setor,cnae_grupo,porte,forma_juridica,ano_abertura,idade_anos,faturamento_anual,num_funcionarios,acesso_credito,participou_programa,exporta,nivel_inovacao,situacao_cadastral,sobreviveu_3anos
SC01308,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2022,2,81000.0,1.0,0,0,0,0.0,Ativa,1
SC01309,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2015,9,81000.0,1.0,0,0,0,1.0,Ativa,1
SC01310,Brusque,Vale do Itajaí,Construção Civil,41,MEI,MEI,2023,1,81000.0,1.0,1,0,0,2.0,Ativa,1
SC01311,Balneário Camboriú,Vale do Itajaí,Indústria Têxtil,13,ME,EI,2023,1,325601.59,6.0,0,0,1,3.0,Ativa,1
SC01312,Palhoça,Grande Florianópolis,Tecnologia da Informação,62,MEI,MEI,2021,3,81000.0,1.0,0,1,0,6.0,Baixada,0
SC01313,Florianópolis,Grande Florianópolis,Serviços,74,ME,LTDA,2019,5,360000.0,8.0,0,0,0,3.0,Ativa,1
SC01314,Joinville,Norte,Tecnologia da Informação,62,ME,LTDA,2019,5,360000.0,7.0,0,0,0,7.0,Ativa,1
SC01315,Palhoça,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2021,3,81000.0,1.0,0,0,0,3.0,Ativa,1
SC01316,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,1,0,0,2.0,Ativa,1
SC01317,São José,Grande Florianópolis,Agronegócio,01,MEI,MEI,2015,9,81000.0,1.0,0,0,0,5.0,Baixada,0
SC01318,São José,Grande Florianópolis,Indústria Têxtil,13,ME,SLU,2020,4,360000.0,16.0,1,1,0,6.0,Ativa,1
SC01319,Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2018,6,81000.0,1.0,0,1,0,2.0,Ativa,1
SC01320,Itajaí,Vale do Itajaí,Indústria Metalmecânica,25,Médio,S/A,2011,13,4800001.0,14.0,1,1,1,2.0,Ativa,1
SC01321,Jaraguá do Sul,Norte,Comércio Varejista,47,MEI,MEI,2021,3,81000.0,1.0,0,0,0,1.0,Ativa,1
SC01322,Chapecó,Oeste,Indústria Metalmecânica,25,Médio,S/A,2023,1,7151030.58,15.0,0,0,0,6.0,Ativa,1
SC01323,Jaraguá do Sul,Norte,Agronegócio,01,MEI,MEI,2014,10,81000.0,1.0,0,0,0,1.0,Ativa,1
SC01324,Blumenau,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2015,9,360000.0,6.0,0,0,0,3.0,Ativa,1
SC01325,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2018,6,81000.0,1.0,0,0,0,4.0,Baixada,0
SC01326,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2022,2,81000.0,1.0,0,0,0,1.0,Ativa,1
SC01327,Joinville,Norte,Alimentação e Hospedagem,56,Médio,LTDA,2023,1,6420123.7,3.0,0,0,0,4.0,Ativa,1
SC01328,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,Médio,LTDA,2016,8,10793172.79,7.0,0,1,1,2.0,Suspensa,0
SC01329,Joinville,Norte,Serviços,74,Grande,S/A,2015,9,800072495.22,2.0,1,0,1,0.0,Ativa,1
SC01330,Camboriú,Vale do Itajaí,Serviços,74,Médio,LTDA,2015,9,7642505.02,6.0,0,0,0,,Ativa,0
SC01331,Chapecó,Oeste,Serviços,74,EPP,S/A,2011,13,360001.0,3.0,1,0,0,5.0,Ativa,1
SC01332,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,1,0,0,0.0,Ativa,1
SC01333,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,0,0,0,0.0,Baixada,0
SC01334,Joinville,Norte,Tecnologia da Informação,62,MEI,MEI,2014,10,81000.0,1.0,0,1,0,7.0,Ativa,1
SC01335,Joinville,Norte,Agronegócio,01,MEI,MEI,2022,2,81000.0,1.0,0,0,0,2.0,Ativa,1
SC01336,São José,Grande Florianópolis,Alimentação e Hospedagem,56,EPP,LTDA,2018,6,360001.0,,0,0,0,1.0,Suspensa,0
SC01337,Brusque,Vale do Itajaí,Indústria Têxtil,13,ME,LTDA,2011,13,227985.65,6.0,0,0,0,2.0,Ativa,1
SC01338,Balneário Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,Médio,S/A,2023,1,4800001.0,5.0,1,0,0,2.0,Ativa,1
SC01339,Jaraguá do Sul,Norte,Tecnologia da Informação,62,ME,LTDA,2020,4,337556.52,2.0,1,0,0,,Baixada,0
SC01340,Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,ME,LTDA,2011,13,231625.25,7.0,0,0,0,2.0,Baixada,0
SC01341,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,EPP,LTDA,2022,2,407247.47,9.0,0,0,0,2.0,Ativa,1
SC01342,Blumenau,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2017,7,193469.97,5.0,1,0,0,5.0,Ativa,1
SC01343,Lages,Serra,Serviços,74,MEI,MEI,2013,11,81000.0,1.0,1,0,0,4.0,Ativa,1
SC01344,Joinville,Norte,Comércio Varejista,47,EPP,LTDA,2017,7,360001.0,2.0,1,0,0,0.0,Ativa,1
SC01345,Joinville,Norte,Tecnologia da Informação,62,MEI,MEI,2019,5,81000.0,1.0,0,1,0,7.0,Suspensa,0
SC01346,Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2014,10,81000.0,1.0,0,0,0,2.0,Baixada,0
SC01347,Florianópolis,Grande Florianópolis,Indústria Têxtil,13,MEI,MEI,2020,4,81000.0,1.0,1,0,0,2.0,Ativa,1
SC01348,Balneário Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2023,1,81000.0,1.0,0,0,0,3.0,Ativa,1
SC01349,Chapecó,Oeste,Comércio Varejista,47,Médio,LTDA,2012,12,4800001.0,2.0,0,0,0,3.0,Ativa,1
SC01350,Chapecó,Oeste,Comércio Varejista,47,MEI,MEI,2014,10,81000.0,1.0,1,1,0,2.0,Ativa,1
SC01351,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,0,1,0,2.0,Baixada,0
SC01352,Chapecó,Oeste,Comércio Varejista,47,MEI,MEI,2014,10,77746.65,1.0,0,0,0,2.0,Ativa,1
SC01353,Chapecó,Oeste,Agronegócio,01,EPP,S/A,2021,3,360001.0,3.0,1,0,0,5.0,Ativa,1
SC01354,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2021,3,81000.0,1.0,0,0,0,2.0,Suspensa,0
SC01355,Joinville,Norte,Saúde e Bem-estar,86,ME,EI,2016,8,200740.58,5.0,0,1,0,4.0,Suspensa,0
SC01356,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2013,11,81000.0,1.0,0,0,0,4.0,Suspensa,0
SC01357,São José,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,0,0,0,3.0,Baixada,0
SC01358,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2016,8,81000.0,1.0,1,0,0,1.0,Ativa,1
SC01359,Balneário Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2022,2,81000.0,1.0,1,0,0,3.0,Ativa,1
SC01360,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2015,9,81000.0,1.0,0,0,0,1.0,Ativa,1
SC01361,Itajaí,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,0,1,0,1.0,Ativa,1
SC01362,Chapecó,Oeste,Comércio Varejista,47,MEI,MEI,2019,5,81000.0,1.0,0,0,0,1.0,Ativa,1
SC01363,Joinville,Norte,Alimentação e Hospedagem,56,EPP,LTDA,2014,10,360001.0,10.0,0,0,0,2.0,Ativa,1
SC01364,São Bento do Sul,Norte,Comércio Varejista,47,ME,LTDA,2021,3,276288.74,9.0,0,0,0,4.0,Ativa,1
SC01365,Lages,Serra,Alimentação e Hospedagem,56,MEI,MEI,2017,7,81000.0,1.0,1,0,0,4.0,Ativa,1
SC01366,Palhoça,Grande Florianópolis,Tecnologia da Informação,62,ME,EI,2018,6,360000.0,2.0,1,0,0,7.0,Ativa,1
SC01367,Brusque,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2019,5,,1.0,1,0,0,3.0,Ativa,1
SC01368,Florianópolis,Grande Florianópolis,Serviços,74,ME,LTDA,2018,6,84198.65,7.0,1,0,0,3.0,Ativa,1
SC01369,Chapecó,Oeste,Serviços,74,ME,SLU,2022,2,313732.48,0.0,0,0,0,2.0,Ativa,1
SC01370,Chapecó,Oeste,Alimentação e Hospedagem,56,ME,LTDA,2019,5,360000.0,4.0,1,0,0,0.0,Ativa,1
SC01371,Itajaí,Vale do Itajaí,Indústria Têxtil,13,ME,LTDA,2022,2,360000.0,10.0,1,0,0,3.0,Ativa,1
SC01372,Jaraguá do Sul,Norte,Comércio Varejista,47,EPP,LTDA,2017,7,618518.49,4.0,0,0,0,3.0,Ativa,1
SC01373,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2014,10,81000.0,1.0,1,0,0,1.0,Ativa,1
SC01374,Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2023,1,81000.0,1.0,0,0,0,1.0,Baixada,0
SC01375,Palhoça,Grande Florianópolis,Agronegócio,01,MEI,MEI,2017,7,81000.0,1.0,0,0,0,5.0,Ativa,1
SC01376,Joinville,Norte,Comércio Varejista,47,EPP,LTDA,2019,5,360001.0,8.0,1,1,0,3.0,Suspensa,0
SC01377,Lages,Serra,Comércio Varejista,47,MEI,MEI,2013,11,81000.0,1.0,0,0,0,5.0,Ativa,1
SC01378,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,0,0,0,4.0,Ativa,1
SC01379,Balneário Camboriú,Vale do Itajaí,Indústria Têxtil,13,MEI,MEI,2020,4,81000.0,1.0,1,0,0,3.0,Ativa,1
SC01380,Blumenau,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2010,14,360000.0,4.0,1,1,0,4.0,Ativa,1
SC01381,Criciúma,Sul,Alimentação e Hospedagem,56,EPP,LTDA,2021,3,1180684.89,8.0,1,0,0,0.0,Ativa,1
SC01382,Jaraguá do Sul,Norte,Comércio Varejista,47,MEI,MEI,2019,5,81000.0,1.0,1,1,0,2.0,Ativa,1
SC01383,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2019,5,81000.0,1.0,0,1,0,1.0,Suspensa,0
SC01384,Jaraguá do Sul,Norte,Alimentação e Hospedagem,56,ME,SLU,2012,12,360000.0,4.0,1,0,0,4.0,Baixada,0
SC01385,Palhoça,Grande Florianópolis,Tecnologia da Informação,62,ME,LTDA,2021,3,270862.31,2.0,1,0,0,7.0,Ativa,1
SC01386,Joinville,Norte,Alimentação e Hospedagem,56,EPP,LTDA,2022,2,665483.96,4.0,0,0,0,4.0,Ativa,1
SC01387,Camboriú,Vale do Itajaí,Agronegócio,01,MEI,MEI,2011,13,81000.0,1.0,1,0,0,5.0,Ativa,1
SC01388,Brusque,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2019,5,360000.0,5.0,0,0,0,2.0,Ativa,1
SC01389,Blumenau,Vale do Itajaí,Tecnologia da Informação,62,MEI,MEI,2023,1,81000.0,1.0,0,1,0,6.0,Baixada,0
SC01390,Blumenau,Vale do Itajaí,Construção Civil,41,MEI,MEI,2021,3,81000.0,1.0,1,1,0,2.0,Baixada,0
SC01391,Itajaí,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2019,5,81000.0,1.0,0,0,0,5.0,Ativa,1
SC01392,Chapecó,Oeste,Alimentação e Hospedagem,56,ME,LTDA,2018,6,264154.98,6.0,0,1,0,3.0,Suspensa,0
SC01393,Florianópolis,Grande Florianópolis,Indústria Metalmecânica,25,ME,EI,2019,5,360000.0,16.0,0,0,0,3.0,Ativa,1
SC01394,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2018,6,81000.0,1.0,1,0,0,0.0,Ativa,1
SC01395,Lages,Serra,Comércio Varejista,47,ME,SLU,2014,10,360000.0,3.0,0,0,1,3.0,Ativa,1
SC01396,São José,Grande Florianópolis,Agronegócio,01,MEI,MEI,2017,7,81000.0,1.0,0,0,0,4.0,Ativa,1
SC01397,São Bento do Sul,Norte,Serviços,74,EPP,LTDA,2012,12,360001.0,7.0,0,0,0,1.0,Ativa,1
SC01398,Chapecó,Oeste,Tecnologia da Informação,62,ME,EI,2013,11,360000.0,5.0,0,1,1,7.0,Ativa,1
SC01399,Florianópolis,Grande Florianópolis,Agronegócio,01,ME,EI,2013,11,360000.0,0.0,1,1,1,1.0,Baixada,0
SC01400,Joinville,Norte,Comércio Varejista,47,ME,EI,2013,11,195783.45,5.0,1,0,0,6.0,Baixada,0
SC01401,Jaraguá do Sul,Norte,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,0,0,0,0.0,Ativa,1
SC01402,Criciúma,Sul,Agronegócio,01,ME,LTDA,2022,2,360000.0,3.0,0,0,1,3.0,Ativa,1
SC01403,Florianópolis,Grande Florianópolis,Indústria Metalmecânica,25,EPP,S/A,2010,14,2792905.85,13.0,0,0,0,2.0,Ativa,1
SC01404,São Bento do Sul,Norte,Tecnologia da Informação,62,ME,LTDA,2012,12,360000.0,3.0,0,1,1,6.0,Ativa,1
SC01405,Florianópolis,Grande Florianópolis,Tecnologia da Informação,62,ME,SLU,2017,7,360000.0,3.0,0,1,0,7.0,Ativa,1
SC01406,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,1,1,0,1.0,Baixada,0
SC01407,São Bento do Sul,Norte,Comércio Varejista,47,ME,EI,2022,2,127836.98,3.0,0,0,0,5.0,Ativa,1
SC01408,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,ME,LTDA,2015,9,129665.65,8.0,0,0,0,3.0,Baixada,0
SC01409,Tubarão,Sul,Indústria Têxtil,13,MEI,MEI,2013,11,81000.0,1.0,0,0,1,3.0,Ativa,1
SC01410,Joinville,Norte,Comércio Varejista,47,ME,SLU,2015,9,285257.13,2.0,0,1,0,3.0,Baixada,0
SC01411,Brusque,Vale do Itajaí,Indústria Têxtil,13,ME,SLU,2020,4,360000.0,15.0,1,0,0,3.0,Ativa,1
SC01412,São José,Grande Florianópolis,Construção Civil,41,MEI,MEI,2010,14,81000.0,1.0,1,0,0,3.0,Ativa,1
SC01413,Blumenau,Vale do Itajaí,Construção Civil,41,ME,LTDA,2011,13,254735.18,8.0,0,0,0,3.0,Baixada,0
SC01414,Florianópolis,Grande Florianópolis,Saúde e Bem-estar,86,MEI,MEI,2022,2,81000.0,1.0,0,0,0,4.0,Ativa,1
SC01415,Joinville,Norte,Comércio Varejista,47,ME,LTDA,2015,9,213044.6,4.0,1,1,0,3.0,Baixada,0
SC01416,Palhoça,Grande Florianópolis,Comércio Varejista,47,ME,SLU,2014,10,114140.15,8.0,0,0,0,3.0,Ativa,1
SC01417,Joinville,Norte,Indústria Metalmecânica,25,MEI,MEI,2010,14,81000.0,1.0,0,0,0,3.0,Ativa,1
SC01418,Blumenau,Vale do Itajaí,Construção Civil,41,MEI,MEI,2013,11,81000.0,1.0,0,0,0,4.0,Baixada,0
SC01419,São José,Grande Florianópolis,Saúde e Bem-estar,86,EPP,SLU,2022,2,363164.19,3.0,1,0,0,6.0,Ativa,1
SC01420,Itajaí,Vale do Itajaí,Saúde e Bem-estar,86,MEI,MEI,2017,7,81000.0,1.0,0,1,0,5.0,Ativa,1
SC01421,São José,Grande Florianópolis,Indústria Têxtil,13,EPP,SLU,2019,5,461283.99,15.0,0,0,0,2.0,Ativa,1
SC01422,Florianópolis,Grande Florianópolis,Comércio Varejista,47,ME,EI,2010,14,360000.0,6.0,0,0,0,0.0,Ativa,1
SC01423,Itajaí,Vale do Itajaí,Indústria Têxtil,13,EPP,SLU,2023,1,552305.46,16.0,0,0,0,5.0,Ativa,1
SC01424,Chapecó,Oeste,Serviços,74,MEI,MEI,2010,14,81000.0,1.0,0,0,0,1.0,Baixada,0
SC01425,Criciúma,Sul,Comércio Varejista,47,ME,LTDA,2022,2,264611.96,,0,0,0,3.0,Ativa,1
SC01426,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,0,0,0,4.0,Ativa,1
SC01427,São Bento do Sul,Norte,Comércio Varejista,47,MEI,MEI,2014,10,81000.0,1.0,0,0,0,0.0,Baixada,0
SC01428,São Bento do Sul,Norte,Serviços,74,ME,LTDA,2021,3,88400.69,6.0,0,0,0,5.0,Ativa,1
SC01429,Criciúma,Sul,Serviços,74,MEI,MEI,2015,9,81000.0,1.0,0,0,0,3.0,Ativa,1
SC01430,Joinville,Norte,Serviços,74,ME,LTDA,2011,13,229858.22,4.0,0,0,0,5.0,Suspensa,0
SC01431,Brusque,Vale do Itajaí,Indústria Têxtil,13,EPP,SLU,2020,4,558117.81,12.0,1,0,0,1.0,Ativa,1
SC01432,Camboriú,Vale do Itajaí,Comércio Varejista,47,EPP,LTDA,2014,10,679007.87,6.0,1,0,0,0.0,Ativa,1
SC01433,Blumenau,Vale do Itajaí,Construção Civil,41,MEI,MEI,2012,12,81000.0,1.0,0,0,0,2.0,Ativa,1
SC01434,Blumenau,Vale do Itajaí,Indústria Metalmecânica,25,MEI,MEI,2019,5,81000.0,,0,0,0,,Baixada,0
SC01435,Criciúma,Sul,Construção Civil,41,EPP,LTDA,2021,3,360001.0,11.0,0,1,0,3.0,Baixada,0
SC01436,Blumenau,Vale do Itajaí,Agronegócio,01,ME,LTDA,2017,7,215056.75,3.0,0,1,0,2.0,Ativa,1
SC01437,Florianópolis,Grande Florianópolis,Construção Civil,41,MEI,MEI,2012,12,81000.0,1.0,1,0,0,0.0,Ativa,1
SC01438,Joinville,Norte,Indústria Têxtil,13,ME,LTDA,2023,1,227996.28,12.0,0,0,0,2.0,Ativa,1
SC01439,São Bento do Sul,Norte,Alimentação e Hospedagem,56,MEI,MEI,2016,8,81000.0,1.0,0,0,0,5.0,Ativa,1
SC01440,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2022,2,81000.0,1.0,0,1,0,5.0,Ativa,1
SC01441,Criciúma,Sul,Comércio Varejista,47,Médio,S/A,2011,13,4800001.0,4.0,1,0,0,0.0,Baixada,0
SC01442,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,ME,LTDA,2018,6,360000.0,6.0,0,0,0,4.0,Ativa,1
SC01443,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2016,8,81000.0,1.0,0,0,0,3.0,Baixada,0
SC01444,Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2014,10,81000.0,1.0,1,0,0,2.0,Baixada,0
SC01445,Florianópolis,Grande Florianópolis,Tecnologia da Informação,62,MEI,MEI,2012,12,81000.0,1.0,0,1,0,7.0,Baixada,0
SC01446,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2021,3,81000.0,1.0,0,0,0,,Baixada,0
SC01447,Balneário Camboriú,Vale do Itajaí,Tecnologia da Informação,62,ME,LTDA,2016,8,360000.0,4.0,1,0,0,7.0,Ativa,1
SC01448,Florianópolis,Grande Florianópolis,Agronegócio,01,MEI,MEI,2013,11,81000.0,1.0,0,0,0,1.0,Ativa,1
SC01449,Palhoça,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2021,3,81000.0,1.0,0,0,0,0.0,Ativa,1
SC01450,Blumenau,Vale do Itajaí,Tecnologia da Informação,62,MEI,MEI,2011,13,81000.0,,0,0,0,7.0,Baixada,0
SC01451,Florianópolis,Grande Florianópolis,Comércio Varejista,47,ME,LTDA,2015,9,360000.0,5.0,1,0,0,5.0,Ativa,1
SC01452,Chapecó,Oeste,Serviços,74,ME,SLU,2019,5,360000.0,4.0,0,0,0,3.0,Baixada,0
SC01453,Joinville,Norte,Alimentação e Hospedagem,56,ME,EI,2021,3,360000.0,10.0,0,0,0,4.0,Baixada,0
SC01454,Criciúma,Sul,Alimentação e Hospedagem,56,Médio,S/A,2021,3,5042686.3,7.0,1,1,0,0.0,Suspensa,0
SC01455,Palhoça,Grande Florianópolis,Serviços,74,MEI,MEI,2013,11,81000.0,1.0,0,0,0,4.0,Baixada,0
SC01456,Joinville,Norte,Comércio Varejista,47,Grande,LTDA,2023,1,999690308.76,3.0,1,1,0,3.0,Ativa,1
SC01457,Joinville,Norte,Serviços,74,MEI,MEI,2010,14,81000.0,1.0,0,1,0,,Baixada,0
SC01458,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2013,11,81000.0,1.0,0,0,0,3.0,Baixada,0
SC01459,São José,Grande Florianópolis,Serviços,74,EPP,LTDA,2016,8,512614.16,1.0,1,1,0,2.0,Ativa,1
SC01460,Florianópolis,Grande Florianópolis,Serviços,74,EPP,LTDA,2014,10,456317.05,6.0,0,0,0,7.0,Suspensa,0
SC01461,Lages,Serra,Comércio Varejista,47,MEI,MEI,2015,9,81000.0,1.0,0,0,0,3.0,Baixada,0
SC01462,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2013,11,81000.0,1.0,1,0,0,5.0,Ativa,1
SC01463,Balneário Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2015,9,81000.0,1.0,0,0,0,3.0,Ativa,1
SC01464,Florianópolis,Grande Florianópolis,Indústria Têxtil,13,MEI,MEI,2021,3,81000.0,1.0,1,0,0,0.0,Baixada,0
SC01465,São José,Grande Florianópolis,Comércio Varejista,47,ME,EI,2012,12,360000.0,4.0,0,0,0,5.0,Ativa,1
SC01466,Jaraguá do Sul,Norte,Indústria Metalmecânica,25,MEI,MEI,2021,3,81000.0,1.0,0,0,0,4.0,Ativa,1
SC01467,Blumenau,Vale do Itajaí,Serviços,74,MEI,MEI,2014,10,81000.0,1.0,0,0,0,2.0,Baixada,0
SC01468,Balneário Camboriú,Vale do Itajaí,Comércio Varejista,47,EPP,LTDA,2016,8,360001.0,1.0,0,0,0,3.0,Ativa,1
SC01469,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,1,1,0,2.0,Ativa,1
SC01470,Lages,Serra,Indústria Metalmecânica,25,MEI,MEI,2021,3,81000.0,1.0,0,0,0,6.0,Ativa,1
SC01471,Criciúma,Sul,Serviços,74,MEI,MEI,2018,6,81000.0,1.0,1,0,0,3.0,Baixada,0
SC01472,Chapecó,Oeste,Saúde e Bem-estar,86,EPP,LTDA,2013,11,360001.0,1.0,1,1,0,3.0,Ativa,1
SC01473,São Bento do Sul,Norte,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,1,0,0,3.0,Ativa,1
SC01474,Camboriú,Vale do Itajaí,Indústria Têxtil,13,ME,SLU,2020,4,360000.0,15.0,0,1,0,4.0,Baixada,0
SC01475,Florianópolis,Grande Florianópolis,Comércio Varejista,47,Médio,S/A,2017,7,7672243.96,2.0,1,0,0,2.0,Baixada,0
SC01476,Florianópolis,Grande Florianópolis,Saúde e Bem-estar,86,MEI,MEI,2021,3,81000.0,1.0,0,0,0,5.0,Suspensa,0
SC01477,Jaraguá do Sul,Norte,Construção Civil,41,EPP,LTDA,2012,12,625050.86,8.0,1,0,0,2.0,Ativa,1
SC01478,Lages,Serra,Indústria Têxtil,13,ME,LTDA,2019,5,360000.0,15.0,1,0,0,4.0,Ativa,1
SC01479,Lages,Serra,Construção Civil,41,MEI,MEI,2011,13,81000.0,1.0,1,0,0,2.0,Baixada,0
SC01480,Brusque,Vale do Itajaí,Indústria Metalmecânica,25,ME,EI,2017,7,360000.0,17.0,1,1,0,4.0,Baixada,0
SC01481,Chapecó,Oeste,Alimentação e Hospedagem,56,MEI,MEI,2014,10,81000.0,1.0,0,0,0,2.0,Ativa,1
SC01482,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,0,0,0,2.0,Ativa,1
SC01483,Florianópolis,Grande Florianópolis,Saúde e Bem-estar,86,ME,EI,2011,13,144013.19,2.0,0,0,0,3.0,Baixada,0
SC01484,Florianópolis,Grande Florianópolis,Tecnologia da Informação,62,MEI,MEI,2016,8,,1.0,0,0,0,5.0,Baixada,0
SC01485,Palhoça,Grande Florianópolis,Alimentação e Hospedagem,56,MEI,MEI,2015,9,81000.0,1.0,0,1,0,1.0,Suspensa,0
SC01486,Criciúma,Sul,Saúde e Bem-estar,86,EPP,LTDA,2018,6,360001.0,2.0,1,0,0,4.0,Baixada,0
SC01487,Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,1,0,0,2.0,Baixada,0
SC01488,São Bento do Sul,Norte,Agronegócio,01,ME,EI,2014,10,89820.06,4.0,0,0,0,5.0,Ativa,1
SC01489,São José,Grande Florianópolis,Construção Civil,41,MEI,MEI,2021,3,81000.0,1.0,0,0,0,5.0,Ativa,1
SC01490,Chapecó,Oeste,Comércio Varejista,47,EPP,LTDA,2020,4,360001.0,3.0,0,0,0,2.0,Baixada,0
SC01491,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2014,10,81000.0,1.0,0,0,0,4.0,Ativa,1
SC01492,Criciúma,Sul,Serviços,74,MEI,MEI,2014,10,81000.0,1.0,0,0,0,1.0,Baixada,0
SC01493,Blumenau,Vale do Itajaí,Comércio Varejista,47,EPP,LTDA,2018,6,360001.0,2.0,1,1,0,2.0,Baixada,0
SC01494,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,0,0,0,0.0,Ativa,1
SC01495,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2021,3,81000.0,1.0,1,1,0,5.0,Ativa,1
SC01496,Brusque,Vale do Itajaí,Indústria Têxtil,13,MEI,MEI,2020,4,81000.0,1.0,0,1,1,2.0,Baixada,0
SC01497,Blumenau,Vale do Itajaí,Comércio Varejista,47,ME,SLU,2010,14,274969.99,7.0,0,0,0,4.0,Ativa,1
SC01498,São José,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,0,1,0,4.0,Ativa,1
SC01499,Joinville,Norte,Serviços,74,MEI,MEI,2020,4,81000.0,1.0,1,0,0,3.0,Baixada,0
SC01500,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,0,0,0,1.0,Suspensa,0
SC01501,São José,Grande Florianópolis,Serviços,74,MEI,MEI,2018,6,81000.0,1.0,0,0,0,2.0,Baixada,0
SC01502,Balneário Camboriú,Vale do Itajaí,Construção Civil,41,ME,LTDA,2020,4,360000.0,8.0,0,0,0,3.0,Ativa,1
SC01503,Camboriú,Vale do Itajaí,Comércio Varejista,47,EPP,LTDA,2012,12,360001.0,4.0,0,0,0,4.0,Ativa,1
SC01504,Camboriú,Vale do Itajaí,Indústria Metalmecânica,25,ME,EI,2015,9,360000.0,19.0,1,0,0,4.0,Suspensa,0
SC01505,Criciúma,Sul,Tecnologia da Informação,62,ME,EI,2015,9,349973.14,2.0,0,0,0,8.0,Ativa,1
SC01506,Joinville,Norte,Alimentação e Hospedagem,56,ME,SLU,2013,11,360000.0,6.0,0,0,0,2.0,Baixada,0
SC01507,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2017,7,81000.0,1.0,0,0,0,1.0,Ativa,1
SC01508,Brusque,Vale do Itajaí,Saúde e Bem-estar,86,ME,LTDA,2010,14,360000.0,4.0,0,0,0,7.0,Ativa,1
